"001","01","S","94X",,21/2/2001 00:00:00,21/2/2001 00:00:00,"SIST"
"001","02","S","95X",,21/2/2001 00:00:00,21/2/2001 00:00:00,"SIST"
"001","03","S","97X",,21/2/2001 00:00:00,21/2/2001 00:00:00,"SIST"
"001","04","S","79X",,21/2/2001 00:00:00,21/2/2001 00:00:00,"SIST"
"002","01","T","701X","801101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
"002","02","T","702X","801101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
"002","03","T","703X","801101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
"002","06","T","709X","801101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
"002","07","T","601X","801101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
"002","08","T","604X","801101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
"002","11","T","609X","801101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
"002","12","T","611X","801101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
"002","13","T","614X","801101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
"003","01","T","801101","821101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
"004","02","T","631X","821101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
"004","03","T","632X","821101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
"004","04","T","633X","821101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
"004","05","T","634X","821101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
"004","06","T","635X","821101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
"004","07","T","636X","821101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
"004","08","T","637X","821101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
"004","09","T","638X","821101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
"004","10","T","639X","821101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
"005","01","T","821101","831101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
"006","01","T","621X","831101",1/6/2009 00:00:00,1/6/2009 00:00:00,"SIST"
